 news.128.t:0 "La caída de Berlín"
 soviet.50.a:0 "¡Hay que pararlos!"
 soviet.51.t:0 "El NKVD da un golpe de estado"
 soviet.51.d:0 "La fundación de la Cuarta Internacional ha reavivado el temor de Stalin de que haya traidores en el partido y el mando del ejército. Tras los juicios y ejecuciones de la Gran Purga, muchos sospechan que se avecina otra. El NKVD, que ha sido una herramienta crucial en las purgas, también se ha percatado de que él mismo es un posible objetivo. En lugar de esperar a ser encarcelados, ejecutados y sustituidos, sus líderes han decidido atacar primero y dar un golpe de estado con el apoyo de los oficiales que comparten la misma preocupación.\n\nSin embargo, a pesar de su influencia, el NKVD ha tenido dificultades para ganarse la confianza de los líderes militares. El golpe de estado solo ha logrado el control de una zona limitada de la Unión, pero con los restos de la antigua agencia enfrentándose a una ejecución segura, es poco probable que se rindan."
 soviet.51.a:0 "¡Hay que capturarlos!"
 soviet.52.t:0 "El golpe de los supervivientes"
 soviet.52.d:0 "La fundación de la Cuarta Internacional ha reavivado el temor de Stalin de que haya traidores en el partido y el mando del ejército. Tras los juicios y ejecuciones de la Gran Purga, muchos sospechan que se avecina otra. Con tantos desaparecidos, solo quedan unos pocos sospechosos que han logrado evitar la ejecución. Tras haber sido brutalmente interrogados, y encarcelados en algunos casos, son conscientes de que serán las primeras víctimas de la siguiente purga. En un arrebato de desesperación, estos generales han decidido derrocar el régimen de Stalin antes de que eso pase.\n\nAunque es poco probable que lo logren, algunos supervivientes de la Gran Purga han logrado tomar el control de ciertas zonas de la Unión. El reinado del secretario general se está desestabilizando como poco."
 soviet.52.a:0 "Debemos estabilizarlo lo antes posible."
 soviet.53.t:0 "El éxito de la purga"
 soviet.53.d:0 "Tras la fundación de la Cuarta Internacional, la caza a los partidarios de Trotsky se ha intensificado con las ejecuciones de mucha gente cercana a Stalin. Al quedarse solo, Stalin se ha retirado a su mansión. Tras haberse ocupado de todos sus amigos y familiares traidores, por fin podrá descansar y centrarse en llevar a la Unión Soviética a la gloria."
 soviet.53.a:0 "Es hora de colgar el hacha de guerra"
 britain.18.t:0 "El retorno del rey"
 britain.18.d:0 "No es ningún secreto el odio mutuo que se profesan Jorge VI y el [Root.GetRulingParty]. En el parlamento piden su abdicación en favor de su hermano exiliado, Eduardo VIII, un hombre más familiarizado con la idea de unidad a través de la fuerza y con un plan para Inglaterra. ¡Él tiene las cualidades que buscamos para el líder de nuestra nación!"
 britain.18.a:0 "¡Eduardo VIII debe gobernar por el bien del imperio!"
 britain.18.b:0 "No interferiremos con el parlamento."
 election.15.b:0 "Dejemos que el cambio en el panorama político mantenga unido al pueblo."
 soviet.46.t:0 "Gran Guerra Patria"
 soviet.46.d:0 "Aunque aún queda mucho para reconstruir el alto mando militar, el avance del ejército [From.GetAdjective] en nuestras fronteras ha despertado la inventiva y el sentimiento patriótico de luchar con los nuevos cuerpos de oficiales. Cada golpe que asestamos nos hace más fuertes mientras nos preparamos para alzarnos y contraatacar con todo el poder de [Prev.GetName]. Cada soldado está dispuesto a dar su vida y no ceder un palmo ante nuestros enemigos. ¡Confiamos en que esto beneficie enormemente la formación y el compromiso de nuestros nuevos oficiales incluso después de ganar esta guerra!"
 soviet.46.a:0 "Por la gloria de [Root.GetName]"
 soviet.46.a_tt:0 "Añade la §YGran Guerra Patria§!, que compensa las penalizaciones de los §Yoficiales purgados§!"
 country_capitulated.0.d_neutral_prev_faction:0 "El gobierno [Root.GetAdjective] se ha exiliado y sus principales fuerzas han capitulado ante [From.From.GetName], que ahora controla su área principal.\nLa lucha entre [From.From.GetName] y [Root.GetName] solo era una parte pequeña del conflicto. La guerra entre [From.From.GetFactionName] y lo que queda de [Root.GetFactionName] continúa en otra parte."
 china.104.tt:0 "\nLa liberación del norte de China y Manchuria en nombre de [Root.GetName] ya es posible.\n"
 JAP_Indian_National_Army_arrives:0 "Dos divisiones del Ejército Nacional Indio llegan a Singapur."
 germany.113.t:0 "Alemania solicita Dánzig de forma oficial"
 germany.113.d:0 "Tras considerar que su apoyo militar es fundamental para asegurar la victoria en nuestra guerra civil, [GER.GetNameDef] ha presentado planes para afianzar el control [GER.GetAdjective] sobre Dánzig tras el cese de las hostilidades. También han dejado claro que la dependencia de [Root.GetNameDef] de su apoyo militar obliga a [Root.GetLeader] a firmar el "Acuerdo de Dánzig"."
 germany.113.a:0 "[Root.GetName] debe librar las batallas una por una."
 germany.114.t:0 "Alemania exige Dánzig"
 germany.114.d:0 "Después de nuestra victoria en la guerra civil [Root.GetAdjective], Alemania se ha empeñado en recordarnos su petición de Dánzig, además de las consecuencias de la desobediencia en una nación que aún se recupera de un conflicto interno."
 germany.114.a:0 "Dánzig será suya, como estaba acordado."
 germany.114.b:0 "¡Nunca cederemos un terreno polaco!"
 germany.115.t:0 "Polonia cede Dánzig"
 germany.115.d:0 "Según el Acuerdo de Dánzig, [GER.GetNameDef] acepta transferir el control de Dánzig a [Root.GetName]."
 germany.115.a:0 "Esta relación ha resultado provechosa."
 germany.116.t:0 "Polonia incumple el Acuerdo de Dánzig"
 germany.116.d:0 "Además de ignorar el inestimable apoyo que les ofrecimos en su guerra civil, [From.GetName] ha decidido ignorar también nuestra reclamación de Dánzig."
 germany.116.a:0 "Esta afrenta a nuestro acuerdo les saldrá cara."
 germany.116.b:0 "No podemos permitirnos este conflicto."
 germany.117.t:0 "El Acuerdo de Dánzig"
 germany.117.d:0 "[From.GetName] ha aceptado nuestra petición de Dánzig a cambio de que les apoyemos en su guerra civil. Nuestra petición y promesa han quedado formalizadas en el Acuerdo de Dánzig. Ahora debemos asegurarnos de que [From.GetName] obtenga la victoria en su conflicto."
 germany.117.a:0 "Esta lucha también es [Root.GetAdjective]."
 usa.24.title:0 "El ocaso rojo"
 britain.19.t:0 "Gobierno de la India libre establecido"
 britain.19.d:0 "Los nacionalistas indios, con el apoyo de Japón, han establecido un gobierno en el exilio: el Azad Hind.\n\nLos nacionalistas difunden propaganda por el Raj y animan a los sepoy a que deserten. Aunque ahora mismo carecen de apoyos, su empresa podría resultar peligrosa."
 britain.19.a:0 "¡Un esfuerzo inútil!"
 ENG_RAJ_azad_hind_tooltip:0 "El apoyo nacionalista seguirá creciendo a menos que se les prometa la independencia en un futuro."
 britain.20.t:0 "Azad Hind encabeza la Rebelión India"
 britain.20.d:0 "El Azad Hind, el gobierno provisional de la India libre, ha estado repartiendo propaganda y haciendo campaña para contar con el apoyo de la gente del Raj. A pesar de que la unidad del imperio cobra más importancia que nunca, ellos han decidido que es la hora de pasar al ataque."
 britain.20.a:0 "¡No! ¡El imperio debe permanecer unido!"
 poland.10.t:0 "¡[From.GetName] se une a [Root.GetFactionName]!"
 poland.10.d:0 "Tras reconocer la necesidad de unirse contra las amenazas que rodean a nuestros países por todas partes, [From.GetLeader] ha anunciado hoy al mundo que [From.GetName] ha firmado un tratado con [Root.GetName] para garantizar nuestra seguridad."
 poland.10.a:0 "[Root.GetName] y [From.GetName], juntos como hermanos."
 poland.11.t:0 "[From.GetName] rechaza unirse a [Root.GetFactionName]"
 poland.11.d:0 "En un ridículo y paranoico arrebato de supervivencia, [From.GetLeader] ha anunciado hoy que [From.GetName] se abstendrá de tomar cualquier acción diplomática que sus poderosos vecinos puedan ver como una amenaza, por lo que ha rechazado nuestra propuesta de unirse a [Root.GetFactionName]."
 poland.11.a:0 "La seguridad reside solo en la unidad."
 news.216.t:0 "[TUR.GetName] se resiste al ultimátum de [GER.GetName]."
 news.216.d:0 "Los diplomáticos de [GER.GetName] lanzaron ayer un ultimátum a [TUR.GetName] y exigieron a [TUR.GetLeader] que dimitiera para formar un gobierno respaldado por los alemanes. [TUR.GetLeader] rechazó el ultimátum con el apoyo de la Gran Asamblea Nacional y anunció al pueblo [TUR.GetAdjective] que Turquía nunca será un peón en los juegos de guerra de un dictador extranjero.\n\nAhora el país se prepara para la guerra."
 news.216.a:0 "[GER.GetName] caerá."
 news.216.b:0 "Apoyamos a [TUR.GetName]."
 news.216.c:0 "Una resistencia fútil."
 news.216.e:0 "La guerra en Turquía parece inevitable."
 news.217.t:0 "[GER.GetNameDef] hace que [TUR.GetNameDef] se una a [ENG.GetFactionName]"
 news.217.d:0 "\n\nAl lanzar un ultimátum al gobierno [TUR.GetAdjective], [GER.GetNameDef] se ha ganado un nuevo enemigo. En lugar de ceder ante las demandas de los diplomáticos [GER.GetAdjective], tal y como [GER.GetLeader] esperaba, [TUR.GetNameDef] ha aceptado formar una alianza defensiva con [ENG.GetNameDef].\n\n[ENG.GetNameDef] y sus aliados se preparan para defender [TUR.GetNameDef] en caso de que [GER.GetNameDef] actúe conforme a su ultimátum."
 news.217.a:0 "Debemos permanecer unidos ante [GER.GetNameDef]."
 news.217.b:0 "[GER.GetNameDef] sigue haciendo enemigos."
 news.217.c:0 "Si se niegan a una colaboración pacífica..."
 news.217.e:0 "[GER.GetNameDef] y [TUR.GetNameDef] están jugando con fuego."
 news.218.t:0 "¡Sí! No tenemos plátanos"
 news.218.d:0 "Aunque nuestro estricto programa de racionamiento no incluya la fruta fresca, la sombra de la guerra disminuye nuestra capacidad de importación. Muchos de los productos que llegaban antes de los trópicos se han convertido en un lujo inalcanzable, entre ellos los limones y los plátanos.\nCon el fin de mantener los ánimos en tiempos de guerra, a los tenderos les ha dado por colgar carteles en sus ventanas para recordar tiempos más felices.\n\nPor desgracia, las judías verdes, las cebollas, los repollos, las cebolletas y las frutas de todo tipo también escasean, ¡pero el espíritu británico no decae!"
 news.218.a:0 "Solo quería un plátano"
 news.219.t:0 "Purgas de liderazgo en [SOV.GetNameDef]"
 news.219.d:0 "Hace tiempo que en [SOV.GetNameDef] reina la incertidumbre. Aunque los detalles son escasos, se han celebrado varios juicios en secreto entre los rangos más altos, y tanto generales como ministros han desaparecido de la esfera pública.\nLa suposición natural sería que se ha destapado una gran conspiración en las entrañas del Partido Comunista, aunque no se ha emitido ningún comunicado oficial. Además, los informes diplomáticos a los que tenemos acceso indican que las pruebas presentadas en estos juicios no eran tan irrefutables.\n\nSea lo que sea, la estructura del alto mando [SOV.GetAdjective] ha cambiado irrevocablemente."
 news.219.a:0 "[SOV.GetLeader] ha asegurado la estabilidad en [SOV.GetNameDef]."
 news.219.b:0 "Pruebas de corrupción ligadas al comunismo."
 news.219.c:0 "El mando [SOV.GetAdjective] ha sufrido un duro golpe."
 news.220.t:0 "¡Revuelta de oficiales en [SOV.GetNameDef]!"
 news.220.d:0 "¡Parte del alto mando soviético se ha alzado en una revuelta contra la dirección de [SOV.GetLeader]!\nSe desconoce la causa exacta de esta insurrección, pero no parece tratarse de un plan elaborado para hacerse con el poder.\n\nPuede que la situación política [SOV.GetAdjective] difiera de la que venden al resto del mundo."
 news.220.a:0 "El pueblo siempre triunfará."
 news.220.b:0 "¡Por [Root.GetNameDef]!"
 news.220.c:0 "¡Se desmoronan por dentro!"
 news.220.e:0 "La estructura del poder socialista es insostenible."
 news.220.f:0 "Un inesperado giro de los acontecimientos."
 news.221.t:0 "Trotsky vuelve a [SOV.GetNameDef]"
 news.221.d:0 "¡[SOV.GetNameDef] ha presenciado una derrota sorpresiva, ya que Stalin ha sido derrocado por una facción que apoya a su viejo rival político, [SOV.GetLeader]!\nPoco se sabe aún del paradero del viejo dictador o las causas exactas de la transición.\nNo obstante, todo apunta a que no se ha tratado de una transición pacífica, ya que algunos partidarios de Stalin se han alzado en una revuelta contra el nuevo régimen de Trotsky."
 news.221.a:0 "La Cuarta Internacional encabeza la marcha."
 news.221.b:0 "Un nuevo líder mundial entra en escena."
 news.221.c:0 "Pero si Trotsky está aquí, en... Oh."
 news.222.t:0 "El Parlamento [ENG.GetAdjective] debate sobre la intervención en Escandinavia"
 news.222.d:0 "\nTras calcular el valor estratégico de la región escandinava para los esfuerzos defensivos [ENG.GetAdjective]s, y los riesgos potenciales de la influencia que el enemigo haya ejercido allí, el Parlamento [ENG.GetAdjective] ha debatido sobre la posibilidad de una intervención militar.\nAunque las implicaciones políticas de dicha acción recayeron sobre [ENG.GetLeader], se expusieron varios argumentos decisivos antes de que el resto del debate se llevara a cabo a puerta cerrada.\n\nEsta intervención cambiaría irrevocablemente el panorama político del norte de Europa."
 news.222.a:0 "Cumplimos con nuestro deber, por el rey y la patria."
 news.222.b:0 "¿También amenazarán la independencia [Root.GetAdjective]?"
 news.222.c:0 "[ENG.GetNameDef] debe tomar unas decisiones importantes."
